date_key,full_date,year,quarter,month,month_name,week,day_of_week,is_weekend,financial_year
20250702,2025-07-02,2025,Q3,7,July,27,Wednesday,False,FY2025-26
20250703,2025-07-03,2025,Q3,7,July,27,Thursday,False,FY2025-26
20250704,2025-07-04,2025,Q3,7,July,27,Friday,False,FY2025-26
20250705,2025-07-05,2025,Q3,7,July,27,Saturday,True,FY2025-26
20250706,2025-07-06,2025,Q3,7,July,27,Sunday,True,FY2025-26
20250707,2025-07-07,2025,Q3,7,July,28,Monday,False,FY2025-26
20250708,2025-07-08,2025,Q3,7,July,28,Tuesday,False,FY2025-26
20250709,2025-07-09,2025,Q3,7,July,28,Wednesday,False,FY2025-26
20250710,2025-07-10,2025,Q3,7,July,28,Thursday,False,FY2025-26
20250711,2025-07-11,2025,Q3,7,July,28,Friday,False,FY2025-26
20250712,2025-07-12,2025,Q3,7,July,28,Saturday,True,FY2025-26
20250713,2025-07-13,2025,Q3,7,July,28,Sunday,True,FY2025-26
20250714,2025-07-14,2025,Q3,7,July,29,Monday,False,FY2025-26
20250715,2025-07-15,2025,Q3,7,July,29,Tuesday,False,FY2025-26
20250716,2025-07-16,2025,Q3,7,July,29,Wednesday,False,FY2025-26
20250717,2025-07-17,2025,Q3,7,July,29,Thursday,False,FY2025-26
20250718,2025-07-18,2025,Q3,7,July,29,Friday,False,FY2025-26
20250719,2025-07-19,2025,Q3,7,July,29,Saturday,True,FY2025-26
20250720,2025-07-20,2025,Q3,7,July,29,Sunday,True,FY2025-26
20250721,2025-07-21,2025,Q3,7,July,30,Monday,False,FY2025-26
20250722,2025-07-22,2025,Q3,7,July,30,Tuesday,False,FY2025-26
20250723,2025-07-23,2025,Q3,7,July,30,Wednesday,False,FY2025-26
20250724,2025-07-24,2025,Q3,7,July,30,Thursday,False,FY2025-26
20250725,2025-07-25,2025,Q3,7,July,30,Friday,False,FY2025-26
20250726,2025-07-26,2025,Q3,7,July,30,Saturday,True,FY2025-26
20250727,2025-07-27,2025,Q3,7,July,30,Sunday,True,FY2025-26
20250728,2025-07-28,2025,Q3,7,July,31,Monday,False,FY2025-26
20250729,2025-07-29,2025,Q3,7,July,31,Tuesday,False,FY2025-26
20250730,2025-07-30,2025,Q3,7,July,31,Wednesday,False,FY2025-26
20250731,2025-07-31,2025,Q3,7,July,31,Thursday,False,FY2025-26
20250801,2025-08-01,2025,Q3,8,August,31,Friday,False,FY2025-26
20250802,2025-08-02,2025,Q3,8,August,31,Saturday,True,FY2025-26
20250803,2025-08-03,2025,Q3,8,August,31,Sunday,True,FY2025-26
20250804,2025-08-04,2025,Q3,8,August,32,Monday,False,FY2025-26
20250805,2025-08-05,2025,Q3,8,August,32,Tuesday,False,FY2025-26
20250806,2025-08-06,2025,Q3,8,August,32,Wednesday,False,FY2025-26
20250807,2025-08-07,2025,Q3,8,August,32,Thursday,False,FY2025-26
20250808,2025-08-08,2025,Q3,8,August,32,Friday,False,FY2025-26
20250809,2025-08-09,2025,Q3,8,August,32,Saturday,True,FY2025-26
20250810,2025-08-10,2025,Q3,8,August,32,Sunday,True,FY2025-26
20250811,2025-08-11,2025,Q3,8,August,33,Monday,False,FY2025-26
20250812,2025-08-12,2025,Q3,8,August,33,Tuesday,False,FY2025-26
20250813,2025-08-13,2025,Q3,8,August,33,Wednesday,False,FY2025-26
20250814,2025-08-14,2025,Q3,8,August,33,Thursday,False,FY2025-26
20250815,2025-08-15,2025,Q3,8,August,33,Friday,False,FY2025-26
20250816,2025-08-16,2025,Q3,8,August,33,Saturday,True,FY2025-26
20250817,2025-08-17,2025,Q3,8,August,33,Sunday,True,FY2025-26
20250818,2025-08-18,2025,Q3,8,August,34,Monday,False,FY2025-26
20250819,2025-08-19,2025,Q3,8,August,34,Tuesday,False,FY2025-26
20250820,2025-08-20,2025,Q3,8,August,34,Wednesday,False,FY2025-26
20250821,2025-08-21,2025,Q3,8,August,34,Thursday,False,FY2025-26
20250822,2025-08-22,2025,Q3,8,August,34,Friday,False,FY2025-26
20250823,2025-08-23,2025,Q3,8,August,34,Saturday,True,FY2025-26
20250824,2025-08-24,2025,Q3,8,August,34,Sunday,True,FY2025-26
20250825,2025-08-25,2025,Q3,8,August,35,Monday,False,FY2025-26
20250826,2025-08-26,2025,Q3,8,August,35,Tuesday,False,FY2025-26
20250827,2025-08-27,2025,Q3,8,August,35,Wednesday,False,FY2025-26
20250828,2025-08-28,2025,Q3,8,August,35,Thursday,False,FY2025-26
20250829,2025-08-29,2025,Q3,8,August,35,Friday,False,FY2025-26
20250830,2025-08-30,2025,Q3,8,August,35,Saturday,True,FY2025-26
20250831,2025-08-31,2025,Q3,8,August,35,Sunday,True,FY2025-26
20250901,2025-09-01,2025,Q3,9,September,36,Monday,False,FY2025-26
20250902,2025-09-02,2025,Q3,9,September,36,Tuesday,False,FY2025-26
20250903,2025-09-03,2025,Q3,9,September,36,Wednesday,False,FY2025-26
20250904,2025-09-04,2025,Q3,9,September,36,Thursday,False,FY2025-26
20250905,2025-09-05,2025,Q3,9,September,36,Friday,False,FY2025-26
20250906,2025-09-06,2025,Q3,9,September,36,Saturday,True,FY2025-26
20250907,2025-09-07,2025,Q3,9,September,36,Sunday,True,FY2025-26
20250908,2025-09-08,2025,Q3,9,September,37,Monday,False,FY2025-26
20250909,2025-09-09,2025,Q3,9,September,37,Tuesday,False,FY2025-26
20250910,2025-09-10,2025,Q3,9,September,37,Wednesday,False,FY2025-26
20250911,2025-09-11,2025,Q3,9,September,37,Thursday,False,FY2025-26
20250912,2025-09-12,2025,Q3,9,September,37,Friday,False,FY2025-26
20250913,2025-09-13,2025,Q3,9,September,37,Saturday,True,FY2025-26
20250914,2025-09-14,2025,Q3,9,September,37,Sunday,True,FY2025-26
20250915,2025-09-15,2025,Q3,9,September,38,Monday,False,FY2025-26
20250916,2025-09-16,2025,Q3,9,September,38,Tuesday,False,FY2025-26
20250917,2025-09-17,2025,Q3,9,September,38,Wednesday,False,FY2025-26
20250918,2025-09-18,2025,Q3,9,September,38,Thursday,False,FY2025-26
20250919,2025-09-19,2025,Q3,9,September,38,Friday,False,FY2025-26
20250920,2025-09-20,2025,Q3,9,September,38,Saturday,True,FY2025-26
20250921,2025-09-21,2025,Q3,9,September,38,Sunday,True,FY2025-26
20250922,2025-09-22,2025,Q3,9,September,39,Monday,False,FY2025-26
20250923,2025-09-23,2025,Q3,9,September,39,Tuesday,False,FY2025-26
20250924,2025-09-24,2025,Q3,9,September,39,Wednesday,False,FY2025-26
20250925,2025-09-25,2025,Q3,9,September,39,Thursday,False,FY2025-26
20250926,2025-09-26,2025,Q3,9,September,39,Friday,False,FY2025-26
20250927,2025-09-27,2025,Q3,9,September,39,Saturday,True,FY2025-26
20250928,2025-09-28,2025,Q3,9,September,39,Sunday,True,FY2025-26
20250929,2025-09-29,2025,Q3,9,September,40,Monday,False,FY2025-26
20250930,2025-09-30,2025,Q3,9,September,40,Tuesday,False,FY2025-26
20251001,2025-10-01,2025,Q4,10,October,40,Wednesday,False,FY2025-26
20251002,2025-10-02,2025,Q4,10,October,40,Thursday,False,FY2025-26
20251003,2025-10-03,2025,Q4,10,October,40,Friday,False,FY2025-26
20251004,2025-10-04,2025,Q4,10,October,40,Saturday,True,FY2025-26
20251005,2025-10-05,2025,Q4,10,October,40,Sunday,True,FY2025-26
20251006,2025-10-06,2025,Q4,10,October,41,Monday,False,FY2025-26
20251007,2025-10-07,2025,Q4,10,October,41,Tuesday,False,FY2025-26
20251008,2025-10-08,2025,Q4,10,October,41,Wednesday,False,FY2025-26
20251009,2025-10-09,2025,Q4,10,October,41,Thursday,False,FY2025-26
20251010,2025-10-10,2025,Q4,10,October,41,Friday,False,FY2025-26
20251011,2025-10-11,2025,Q4,10,October,41,Saturday,True,FY2025-26
20251012,2025-10-12,2025,Q4,10,October,41,Sunday,True,FY2025-26
20251013,2025-10-13,2025,Q4,10,October,42,Monday,False,FY2025-26
20251014,2025-10-14,2025,Q4,10,October,42,Tuesday,False,FY2025-26
20251015,2025-10-15,2025,Q4,10,October,42,Wednesday,False,FY2025-26
20251016,2025-10-16,2025,Q4,10,October,42,Thursday,False,FY2025-26
20251017,2025-10-17,2025,Q4,10,October,42,Friday,False,FY2025-26
20251018,2025-10-18,2025,Q4,10,October,42,Saturday,True,FY2025-26
20251019,2025-10-19,2025,Q4,10,October,42,Sunday,True,FY2025-26
20251020,2025-10-20,2025,Q4,10,October,43,Monday,False,FY2025-26
20251021,2025-10-21,2025,Q4,10,October,43,Tuesday,False,FY2025-26
20251022,2025-10-22,2025,Q4,10,October,43,Wednesday,False,FY2025-26
20251023,2025-10-23,2025,Q4,10,October,43,Thursday,False,FY2025-26
20251024,2025-10-24,2025,Q4,10,October,43,Friday,False,FY2025-26
20251025,2025-10-25,2025,Q4,10,October,43,Saturday,True,FY2025-26
20251026,2025-10-26,2025,Q4,10,October,43,Sunday,True,FY2025-26
20251027,2025-10-27,2025,Q4,10,October,44,Monday,False,FY2025-26
20251028,2025-10-28,2025,Q4,10,October,44,Tuesday,False,FY2025-26
20251029,2025-10-29,2025,Q4,10,October,44,Wednesday,False,FY2025-26
20251030,2025-10-30,2025,Q4,10,October,44,Thursday,False,FY2025-26
20251031,2025-10-31,2025,Q4,10,October,44,Friday,False,FY2025-26
20251101,2025-11-01,2025,Q4,11,November,44,Saturday,True,FY2025-26
20251102,2025-11-02,2025,Q4,11,November,44,Sunday,True,FY2025-26
20251103,2025-11-03,2025,Q4,11,November,45,Monday,False,FY2025-26
20251104,2025-11-04,2025,Q4,11,November,45,Tuesday,False,FY2025-26
20251105,2025-11-05,2025,Q4,11,November,45,Wednesday,False,FY2025-26
20251106,2025-11-06,2025,Q4,11,November,45,Thursday,False,FY2025-26
20251107,2025-11-07,2025,Q4,11,November,45,Friday,False,FY2025-26
20251108,2025-11-08,2025,Q4,11,November,45,Saturday,True,FY2025-26
20251109,2025-11-09,2025,Q4,11,November,45,Sunday,True,FY2025-26
20251110,2025-11-10,2025,Q4,11,November,46,Monday,False,FY2025-26
20251111,2025-11-11,2025,Q4,11,November,46,Tuesday,False,FY2025-26
20251112,2025-11-12,2025,Q4,11,November,46,Wednesday,False,FY2025-26
20251113,2025-11-13,2025,Q4,11,November,46,Thursday,False,FY2025-26
20251114,2025-11-14,2025,Q4,11,November,46,Friday,False,FY2025-26
20251115,2025-11-15,2025,Q4,11,November,46,Saturday,True,FY2025-26
20251116,2025-11-16,2025,Q4,11,November,46,Sunday,True,FY2025-26
20251117,2025-11-17,2025,Q4,11,November,47,Monday,False,FY2025-26
20251118,2025-11-18,2025,Q4,11,November,47,Tuesday,False,FY2025-26
20251119,2025-11-19,2025,Q4,11,November,47,Wednesday,False,FY2025-26
20251120,2025-11-20,2025,Q4,11,November,47,Thursday,False,FY2025-26
20251121,2025-11-21,2025,Q4,11,November,47,Friday,False,FY2025-26
20251122,2025-11-22,2025,Q4,11,November,47,Saturday,True,FY2025-26
20251123,2025-11-23,2025,Q4,11,November,47,Sunday,True,FY2025-26
20251124,2025-11-24,2025,Q4,11,November,48,Monday,False,FY2025-26
20251125,2025-11-25,2025,Q4,11,November,48,Tuesday,False,FY2025-26
20251126,2025-11-26,2025,Q4,11,November,48,Wednesday,False,FY2025-26
20251127,2025-11-27,2025,Q4,11,November,48,Thursday,False,FY2025-26
20251128,2025-11-28,2025,Q4,11,November,48,Friday,False,FY2025-26
20251129,2025-11-29,2025,Q4,11,November,48,Saturday,True,FY2025-26
20251130,2025-11-30,2025,Q4,11,November,48,Sunday,True,FY2025-26
20251201,2025-12-01,2025,Q4,12,December,49,Monday,False,FY2025-26
20251202,2025-12-02,2025,Q4,12,December,49,Tuesday,False,FY2025-26
20251203,2025-12-03,2025,Q4,12,December,49,Wednesday,False,FY2025-26
20251204,2025-12-04,2025,Q4,12,December,49,Thursday,False,FY2025-26
20251205,2025-12-05,2025,Q4,12,December,49,Friday,False,FY2025-26
20251206,2025-12-06,2025,Q4,12,December,49,Saturday,True,FY2025-26
20251207,2025-12-07,2025,Q4,12,December,49,Sunday,True,FY2025-26
20251208,2025-12-08,2025,Q4,12,December,50,Monday,False,FY2025-26
20251209,2025-12-09,2025,Q4,12,December,50,Tuesday,False,FY2025-26
20251210,2025-12-10,2025,Q4,12,December,50,Wednesday,False,FY2025-26
20251211,2025-12-11,2025,Q4,12,December,50,Thursday,False,FY2025-26
20251212,2025-12-12,2025,Q4,12,December,50,Friday,False,FY2025-26
20251213,2025-12-13,2025,Q4,12,December,50,Saturday,True,FY2025-26
20251214,2025-12-14,2025,Q4,12,December,50,Sunday,True,FY2025-26
20251215,2025-12-15,2025,Q4,12,December,51,Monday,False,FY2025-26
20251216,2025-12-16,2025,Q4,12,December,51,Tuesday,False,FY2025-26
20251217,2025-12-17,2025,Q4,12,December,51,Wednesday,False,FY2025-26
20251218,2025-12-18,2025,Q4,12,December,51,Thursday,False,FY2025-26
20251219,2025-12-19,2025,Q4,12,December,51,Friday,False,FY2025-26
20251220,2025-12-20,2025,Q4,12,December,51,Saturday,True,FY2025-26
20251221,2025-12-21,2025,Q4,12,December,51,Sunday,True,FY2025-26
20251222,2025-12-22,2025,Q4,12,December,52,Monday,False,FY2025-26
20251223,2025-12-23,2025,Q4,12,December,52,Tuesday,False,FY2025-26
20251224,2025-12-24,2025,Q4,12,December,52,Wednesday,False,FY2025-26
20251225,2025-12-25,2025,Q4,12,December,52,Thursday,False,FY2025-26
20251226,2025-12-26,2025,Q4,12,December,52,Friday,False,FY2025-26
20251227,2025-12-27,2025,Q4,12,December,52,Saturday,True,FY2025-26
20251228,2025-12-28,2025,Q4,12,December,52,Sunday,True,FY2025-26
20251229,2025-12-29,2025,Q4,12,December,1,Monday,False,FY2025-26
20251230,2025-12-30,2025,Q4,12,December,1,Tuesday,False,FY2025-26
20251231,2025-12-31,2025,Q4,12,December,1,Wednesday,False,FY2025-26
20260101,2026-01-01,2026,Q1,1,January,1,Thursday,False,FY2025-26
20260102,2026-01-02,2026,Q1,1,January,1,Friday,False,FY2025-26
20260103,2026-01-03,2026,Q1,1,January,1,Saturday,True,FY2025-26
20260104,2026-01-04,2026,Q1,1,January,1,Sunday,True,FY2025-26
20260105,2026-01-05,2026,Q1,1,January,2,Monday,False,FY2025-26
20260106,2026-01-06,2026,Q1,1,January,2,Tuesday,False,FY2025-26
20260107,2026-01-07,2026,Q1,1,January,2,Wednesday,False,FY2025-26
20260108,2026-01-08,2026,Q1,1,January,2,Thursday,False,FY2025-26
20260109,2026-01-09,2026,Q1,1,January,2,Friday,False,FY2025-26
20260110,2026-01-10,2026,Q1,1,January,2,Saturday,True,FY2025-26
20260111,2026-01-11,2026,Q1,1,January,2,Sunday,True,FY2025-26
20260112,2026-01-12,2026,Q1,1,January,3,Monday,False,FY2025-26
20260113,2026-01-13,2026,Q1,1,January,3,Tuesday,False,FY2025-26
20260114,2026-01-14,2026,Q1,1,January,3,Wednesday,False,FY2025-26
20260115,2026-01-15,2026,Q1,1,January,3,Thursday,False,FY2025-26
20260116,2026-01-16,2026,Q1,1,January,3,Friday,False,FY2025-26
20260117,2026-01-17,2026,Q1,1,January,3,Saturday,True,FY2025-26
20260118,2026-01-18,2026,Q1,1,January,3,Sunday,True,FY2025-26
20260119,2026-01-19,2026,Q1,1,January,4,Monday,False,FY2025-26
20260120,2026-01-20,2026,Q1,1,January,4,Tuesday,False,FY2025-26
20260121,2026-01-21,2026,Q1,1,January,4,Wednesday,False,FY2025-26
20260122,2026-01-22,2026,Q1,1,January,4,Thursday,False,FY2025-26
20260123,2026-01-23,2026,Q1,1,January,4,Friday,False,FY2025-26
20260124,2026-01-24,2026,Q1,1,January,4,Saturday,True,FY2025-26
20260125,2026-01-25,2026,Q1,1,January,4,Sunday,True,FY2025-26
20260126,2026-01-26,2026,Q1,1,January,5,Monday,False,FY2025-26
20260127,2026-01-27,2026,Q1,1,January,5,Tuesday,False,FY2025-26
20260128,2026-01-28,2026,Q1,1,January,5,Wednesday,False,FY2025-26
20260129,2026-01-29,2026,Q1,1,January,5,Thursday,False,FY2025-26
20260130,2026-01-30,2026,Q1,1,January,5,Friday,False,FY2025-26
20260131,2026-01-31,2026,Q1,1,January,5,Saturday,True,FY2025-26
20260201,2026-02-01,2026,Q1,2,February,5,Sunday,True,FY2025-26
20260202,2026-02-02,2026,Q1,2,February,6,Monday,False,FY2025-26
20260203,2026-02-03,2026,Q1,2,February,6,Tuesday,False,FY2025-26
20260204,2026-02-04,2026,Q1,2,February,6,Wednesday,False,FY2025-26
20260205,2026-02-05,2026,Q1,2,February,6,Thursday,False,FY2025-26
20260206,2026-02-06,2026,Q1,2,February,6,Friday,False,FY2025-26
20260207,2026-02-07,2026,Q1,2,February,6,Saturday,True,FY2025-26
20260208,2026-02-08,2026,Q1,2,February,6,Sunday,True,FY2025-26
20260209,2026-02-09,2026,Q1,2,February,7,Monday,False,FY2025-26
20260210,2026-02-10,2026,Q1,2,February,7,Tuesday,False,FY2025-26
20260211,2026-02-11,2026,Q1,2,February,7,Wednesday,False,FY2025-26
20260212,2026-02-12,2026,Q1,2,February,7,Thursday,False,FY2025-26
20260213,2026-02-13,2026,Q1,2,February,7,Friday,False,FY2025-26
20260214,2026-02-14,2026,Q1,2,February,7,Saturday,True,FY2025-26
20260215,2026-02-15,2026,Q1,2,February,7,Sunday,True,FY2025-26
20260216,2026-02-16,2026,Q1,2,February,8,Monday,False,FY2025-26
20260217,2026-02-17,2026,Q1,2,February,8,Tuesday,False,FY2025-26
20260218,2026-02-18,2026,Q1,2,February,8,Wednesday,False,FY2025-26
20260219,2026-02-19,2026,Q1,2,February,8,Thursday,False,FY2025-26
20260220,2026-02-20,2026,Q1,2,February,8,Friday,False,FY2025-26
20260221,2026-02-21,2026,Q1,2,February,8,Saturday,True,FY2025-26
20260222,2026-02-22,2026,Q1,2,February,8,Sunday,True,FY2025-26
20260223,2026-02-23,2026,Q1,2,February,9,Monday,False,FY2025-26
20260224,2026-02-24,2026,Q1,2,February,9,Tuesday,False,FY2025-26
20260225,2026-02-25,2026,Q1,2,February,9,Wednesday,False,FY2025-26
20260226,2026-02-26,2026,Q1,2,February,9,Thursday,False,FY2025-26
20260227,2026-02-27,2026,Q1,2,February,9,Friday,False,FY2025-26
20260228,2026-02-28,2026,Q1,2,February,9,Saturday,True,FY2025-26
20260301,2026-03-01,2026,Q1,3,March,9,Sunday,True,FY2025-26
20260302,2026-03-02,2026,Q1,3,March,10,Monday,False,FY2025-26
20260303,2026-03-03,2026,Q1,3,March,10,Tuesday,False,FY2025-26
20260304,2026-03-04,2026,Q1,3,March,10,Wednesday,False,FY2025-26
20260305,2026-03-05,2026,Q1,3,March,10,Thursday,False,FY2025-26
20260306,2026-03-06,2026,Q1,3,March,10,Friday,False,FY2025-26
20260307,2026-03-07,2026,Q1,3,March,10,Saturday,True,FY2025-26
20260308,2026-03-08,2026,Q1,3,March,10,Sunday,True,FY2025-26
20260309,2026-03-09,2026,Q1,3,March,11,Monday,False,FY2025-26
20260310,2026-03-10,2026,Q1,3,March,11,Tuesday,False,FY2025-26
20260311,2026-03-11,2026,Q1,3,March,11,Wednesday,False,FY2025-26
20260312,2026-03-12,2026,Q1,3,March,11,Thursday,False,FY2025-26
20260313,2026-03-13,2026,Q1,3,March,11,Friday,False,FY2025-26
20260314,2026-03-14,2026,Q1,3,March,11,Saturday,True,FY2025-26
20260315,2026-03-15,2026,Q1,3,March,11,Sunday,True,FY2025-26
20260316,2026-03-16,2026,Q1,3,March,12,Monday,False,FY2025-26
20260317,2026-03-17,2026,Q1,3,March,12,Tuesday,False,FY2025-26
20260318,2026-03-18,2026,Q1,3,March,12,Wednesday,False,FY2025-26
20260319,2026-03-19,2026,Q1,3,March,12,Thursday,False,FY2025-26
20260320,2026-03-20,2026,Q1,3,March,12,Friday,False,FY2025-26
20260321,2026-03-21,2026,Q1,3,March,12,Saturday,True,FY2025-26
20260322,2026-03-22,2026,Q1,3,March,12,Sunday,True,FY2025-26
20260323,2026-03-23,2026,Q1,3,March,13,Monday,False,FY2025-26
20260324,2026-03-24,2026,Q1,3,March,13,Tuesday,False,FY2025-26
20260325,2026-03-25,2026,Q1,3,March,13,Wednesday,False,FY2025-26
20260326,2026-03-26,2026,Q1,3,March,13,Thursday,False,FY2025-26
20260327,2026-03-27,2026,Q1,3,March,13,Friday,False,FY2025-26
20260328,2026-03-28,2026,Q1,3,March,13,Saturday,True,FY2025-26
20260329,2026-03-29,2026,Q1,3,March,13,Sunday,True,FY2025-26
20260330,2026-03-30,2026,Q1,3,March,14,Monday,False,FY2025-26
20260331,2026-03-31,2026,Q1,3,March,14,Tuesday,False,FY2025-26
20260401,2026-04-01,2026,Q2,4,April,14,Wednesday,False,FY2025-26
20260402,2026-04-02,2026,Q2,4,April,14,Thursday,False,FY2025-26
20260403,2026-04-03,2026,Q2,4,April,14,Friday,False,FY2025-26
20260404,2026-04-04,2026,Q2,4,April,14,Saturday,True,FY2025-26
20260405,2026-04-05,2026,Q2,4,April,14,Sunday,True,FY2025-26
20260406,2026-04-06,2026,Q2,4,April,15,Monday,False,FY2025-26
20260407,2026-04-07,2026,Q2,4,April,15,Tuesday,False,FY2025-26
20260408,2026-04-08,2026,Q2,4,April,15,Wednesday,False,FY2025-26
20260409,2026-04-09,2026,Q2,4,April,15,Thursday,False,FY2025-26
20260410,2026-04-10,2026,Q2,4,April,15,Friday,False,FY2025-26
20260411,2026-04-11,2026,Q2,4,April,15,Saturday,True,FY2025-26
20260412,2026-04-12,2026,Q2,4,April,15,Sunday,True,FY2025-26
20260413,2026-04-13,2026,Q2,4,April,16,Monday,False,FY2025-26
20260414,2026-04-14,2026,Q2,4,April,16,Tuesday,False,FY2025-26
20260415,2026-04-15,2026,Q2,4,April,16,Wednesday,False,FY2025-26
20260416,2026-04-16,2026,Q2,4,April,16,Thursday,False,FY2025-26
20260417,2026-04-17,2026,Q2,4,April,16,Friday,False,FY2025-26
20260418,2026-04-18,2026,Q2,4,April,16,Saturday,True,FY2025-26
20260419,2026-04-19,2026,Q2,4,April,16,Sunday,True,FY2025-26
20260420,2026-04-20,2026,Q2,4,April,17,Monday,False,FY2025-26
20260421,2026-04-21,2026,Q2,4,April,17,Tuesday,False,FY2025-26
20260422,2026-04-22,2026,Q2,4,April,17,Wednesday,False,FY2025-26
20260423,2026-04-23,2026,Q2,4,April,17,Thursday,False,FY2025-26
20260424,2026-04-24,2026,Q2,4,April,17,Friday,False,FY2025-26
20260425,2026-04-25,2026,Q2,4,April,17,Saturday,True,FY2025-26
20260426,2026-04-26,2026,Q2,4,April,17,Sunday,True,FY2025-26
20260427,2026-04-27,2026,Q2,4,April,18,Monday,False,FY2025-26
20260428,2026-04-28,2026,Q2,4,April,18,Tuesday,False,FY2025-26
20260429,2026-04-29,2026,Q2,4,April,18,Wednesday,False,FY2025-26
20260430,2026-04-30,2026,Q2,4,April,18,Thursday,False,FY2025-26
20260501,2026-05-01,2026,Q2,5,May,18,Friday,False,FY2025-26
20260502,2026-05-02,2026,Q2,5,May,18,Saturday,True,FY2025-26
20260503,2026-05-03,2026,Q2,5,May,18,Sunday,True,FY2025-26
20260504,2026-05-04,2026,Q2,5,May,19,Monday,False,FY2025-26
20260505,2026-05-05,2026,Q2,5,May,19,Tuesday,False,FY2025-26
20260506,2026-05-06,2026,Q2,5,May,19,Wednesday,False,FY2025-26
20260507,2026-05-07,2026,Q2,5,May,19,Thursday,False,FY2025-26
20260508,2026-05-08,2026,Q2,5,May,19,Friday,False,FY2025-26
20260509,2026-05-09,2026,Q2,5,May,19,Saturday,True,FY2025-26
20260510,2026-05-10,2026,Q2,5,May,19,Sunday,True,FY2025-26
20260511,2026-05-11,2026,Q2,5,May,20,Monday,False,FY2025-26
20260512,2026-05-12,2026,Q2,5,May,20,Tuesday,False,FY2025-26
20260513,2026-05-13,2026,Q2,5,May,20,Wednesday,False,FY2025-26
20260514,2026-05-14,2026,Q2,5,May,20,Thursday,False,FY2025-26
20260515,2026-05-15,2026,Q2,5,May,20,Friday,False,FY2025-26
20260516,2026-05-16,2026,Q2,5,May,20,Saturday,True,FY2025-26
20260517,2026-05-17,2026,Q2,5,May,20,Sunday,True,FY2025-26
20260518,2026-05-18,2026,Q2,5,May,21,Monday,False,FY2025-26
20260519,2026-05-19,2026,Q2,5,May,21,Tuesday,False,FY2025-26
20260520,2026-05-20,2026,Q2,5,May,21,Wednesday,False,FY2025-26
20260521,2026-05-21,2026,Q2,5,May,21,Thursday,False,FY2025-26
20260522,2026-05-22,2026,Q2,5,May,21,Friday,False,FY2025-26
20260523,2026-05-23,2026,Q2,5,May,21,Saturday,True,FY2025-26
20260524,2026-05-24,2026,Q2,5,May,21,Sunday,True,FY2025-26
20260525,2026-05-25,2026,Q2,5,May,22,Monday,False,FY2025-26
20260526,2026-05-26,2026,Q2,5,May,22,Tuesday,False,FY2025-26
20260527,2026-05-27,2026,Q2,5,May,22,Wednesday,False,FY2025-26
20260528,2026-05-28,2026,Q2,5,May,22,Thursday,False,FY2025-26
20260529,2026-05-29,2026,Q2,5,May,22,Friday,False,FY2025-26
20260530,2026-05-30,2026,Q2,5,May,22,Saturday,True,FY2025-26
20260531,2026-05-31,2026,Q2,5,May,22,Sunday,True,FY2025-26
20260601,2026-06-01,2026,Q2,6,June,23,Monday,False,FY2025-26
20260602,2026-06-02,2026,Q2,6,June,23,Tuesday,False,FY2025-26
20260603,2026-06-03,2026,Q2,6,June,23,Wednesday,False,FY2025-26
20260604,2026-06-04,2026,Q2,6,June,23,Thursday,False,FY2025-26
20260605,2026-06-05,2026,Q2,6,June,23,Friday,False,FY2025-26
20260606,2026-06-06,2026,Q2,6,June,23,Saturday,True,FY2025-26
20260607,2026-06-07,2026,Q2,6,June,23,Sunday,True,FY2025-26
20260608,2026-06-08,2026,Q2,6,June,24,Monday,False,FY2025-26
20260609,2026-06-09,2026,Q2,6,June,24,Tuesday,False,FY2025-26
20260610,2026-06-10,2026,Q2,6,June,24,Wednesday,False,FY2025-26
20260611,2026-06-11,2026,Q2,6,June,24,Thursday,False,FY2025-26
20260612,2026-06-12,2026,Q2,6,June,24,Friday,False,FY2025-26
20260613,2026-06-13,2026,Q2,6,June,24,Saturday,True,FY2025-26
20260614,2026-06-14,2026,Q2,6,June,24,Sunday,True,FY2025-26
20260615,2026-06-15,2026,Q2,6,June,25,Monday,False,FY2025-26
20260616,2026-06-16,2026,Q2,6,June,25,Tuesday,False,FY2025-26
20260617,2026-06-17,2026,Q2,6,June,25,Wednesday,False,FY2025-26
20260618,2026-06-18,2026,Q2,6,June,25,Thursday,False,FY2025-26
20260619,2026-06-19,2026,Q2,6,June,25,Friday,False,FY2025-26
20260620,2026-06-20,2026,Q2,6,June,25,Saturday,True,FY2025-26
20260621,2026-06-21,2026,Q2,6,June,25,Sunday,True,FY2025-26
20260622,2026-06-22,2026,Q2,6,June,26,Monday,False,FY2025-26
20260623,2026-06-23,2026,Q2,6,June,26,Tuesday,False,FY2025-26
20260624,2026-06-24,2026,Q2,6,June,26,Wednesday,False,FY2025-26
20260625,2026-06-25,2026,Q2,6,June,26,Thursday,False,FY2025-26
20260626,2026-06-26,2026,Q2,6,June,26,Friday,False,FY2025-26
20260627,2026-06-27,2026,Q2,6,June,26,Saturday,True,FY2025-26
20260628,2026-06-28,2026,Q2,6,June,26,Sunday,True,FY2025-26
20260629,2026-06-29,2026,Q2,6,June,27,Monday,False,FY2025-26
20260630,2026-06-30,2026,Q2,6,June,27,Tuesday,False,FY2025-26
